112, 0.2601, 02, 20
113, 0.2514, 02, 31
114, 0.2509, 03, 59
115, 0.2461, 02, 38
116, 0.2385, 04, 12
117, 0.2558, 02, 58
118, 0.2334, 01, 07
119, 0.2494, 03, 23
120, 0.2448, 01, 42
121, 0.2447, 02, 04
122, 0.2392, 03, 28
123, 0.2477, 02, 29
124, 0.2416, 03, 08
125, 0.2318, 01, 53
126, 0.2449, 01, 50
127, 0.2445, 01, 40
128, 0.2532, 01, 15
129, 0.2618, 03, 11
130, 0.2633, 02, 44
131, 0.2429, 04, 28
132, 0.2413, 03, 19
133, 0.2334, 02, 22
134, 0.2509, 02, 29
135, 0.2510, 02, 31
136, 0.2426, 02, 41
137, 0.2417, 02, 09
138, 0.2564, 05, 41
139, 0.2631, 02, 05
140, 0.2360, 02, 57
141, 0.2563, 02, 18
142, 0.2340, 02, 02
143, 0.2382, 02, 19
144, 0.2501, 01, 39
145, 0.2484, 01, 57
146, 0.2478, 01, 50
147, 0.2590, 02, 51
148, 0.2340, 01, 57
149, 0.2574, 01, 58
150, 0.2629, 02, 59
151, 0.2424, 03, 07
152, 0.2281, 02, 59
153, 0.2433, 03, 05
154, 0.2525, 02, 54
155, 0.2349, 02, 40
156, 0.2534, 01, 52
157, 0.2476, 02, 41
158, 0.2519, 02, 07
159, 0.2378, 02, 12
160, 0.2596, 03, 46
161, 0.2459, 01, 57
162, 0.2408, 01, 52
163, 0.2404, 01, 48
164, 0.2566, 02, 23
165, 0.2636, 02, 14
166, 0.2389, 02, 34
167, 0.2587, 01, 25
168, 0.2443, 02, 00
169, 0.2635, 02, 38
170, 0.2554, 02, 34
171, 0.2213, 01, 01
172, 0.2746, 02, 07
173, 0.2546, 03, 17
174, 0.2343, 01, 35
175, 0.2471, 01, 39
176, 0.2700, 03, 40
177, 0.2431, 02, 19
178, 0.2487, 02, 53
179, 0.2463, 02, 32
180, 0.2398, 03, 06
181, 0.2405, 02, 10
182, 0.2508, 04, 30
183, 0.2485, 01, 43
184, 0.2429, 02, 30
185, 0.2507, 02, 42
186, 0.2412, 02, 55
187, 0.2431, 05, 18
188, 0.2298, 03, 28
189, 0.2492, 02, 39
190, 0.2419, 03, 00
191, 0.2474, 02, 10
192, 0.2466, 01, 56
193, 0.2347, 02, 11
194, 0.2432, 02, 13
195, 0.2606, 02, 58
196, 0.2374, 02, 56
197, 0.2500, 03, 00
198, 0.2451, 02, 28
199, 0.2489, 03, 22
200, 0.2378, 02, 45
201, 0.2428, 02, 37
202, 0.2390, 02, 27
203, 0.2396, 02, 42
204, 0.2424, 03, 02
205, 0.2411, 03, 53
206, 0.2354, 02, 08
207, 0.2314, 02, 26
208, 0.2538, 01, 14
209, 0.2708, 02, 13
210, 0.2442, 02, 29
211, 0.2540, 03, 14
212, 0.2463, 02, 23
213, 0.2385, 02, 22
214, 0.2358, 02, 09
215, 0.2651, 02, 17
216, 0.2685, 01, 59
217, 0.2458, 03, 14
218, 0.2307, 01, 37
219, 0.2429, 01, 52
220, 0.2611, 02, 39
221, 0.2495, 02, 42
222, 0.2429, 02, 33
223, 0.2657, 02, 58
224, 0.2446, 02, 30
225, 0.2402, 03, 44
226, 0.2486, 04, 10
227, 0.2532, 04, 56
228, 0.2658, 02, 52
229, 0.2406, 03, 05
230, 0.2412, 02, 05
231, 0.2353, 03, 28
232, 0.2456, 02, 08
233, 0.2642, 04, 20
234, 0.2483, 03, 12
235, 0.2483, 04, 56
236, 0.2482, 03, 32
237, 0.2425, 02, 58
238, 0.2254, 02, 22
239, 0.2527, 03, 14
240, 0.2336, 03, 20
241, 0.2453, 02, 38
242, 0.2493, 02, 51
243, 0.2506, 03, 03
244, 0.2486, 02, 18
245, 0.2539, 03, 19
246, 0.2478, 03, 00
247, 0.2494, 03, 33
248, 0.2352, 03, 12
249, 0.2497, 02, 56
250, 0.2383, 03, 48
251, 0.2418, 02, 20
252, 0.2324, 03, 10
253, 0.2396, 03, 31
254, 0.2477, 03, 26
255, 0.2365, 04, 46
256, 0.2531, 01, 40
257, 0.2501, 03, 25
258, 0.2574, 02, 50
259, 0.2532, 02, 31
260, 0.2366, 03, 14
261, 0.2374, 02, 35
262, 0.2601, 02, 22
263, 0.2500, 02, 33
264, 0.2528, 03, 59
265, 0.2466, 03, 18
266, 0.2636, 02, 12
267, 0.2356, 02, 19
268, 0.2559, 03, 50
269, 0.2407, 02, 29
270, 0.2451, 02, 22
271, 0.2534, 02, 40
272, 0.2311, 01, 55
273, 0.2598, 03, 07
274, 0.2399, 05, 27
275, 0.2304, 04, 37
276, 0.2317, 03, 09
277, 0.2467, 03, 15
278, 0.2290, 02, 11
279, 0.2445, 03, 09
280, 0.2494, 03, 01
281, 0.2415, 04, 26
282, 0.2464, 02, 23
283, 0.2402, 03, 40
284, 0.2418, 04, 20
285, 0.2466, 03, 00
286, 0.2379, 03, 14
287, 0.2407, 02, 36
288, 0.2380, 04, 04
289, 0.2550, 01, 28
290, 0.2494, 01, 45
291, 0.2525, 01, 15
292, 0.2944, 02, 00
293, 0.2566, 02, 43
294, 0.2405, 01, 47
295, 0.2559, 02, 39
296, 0.2454, 02, 10
297, 0.2384, 01, 28
298, 0.2696, 01, 48
299, 0.2537, 02, 11
300, 0.2597, 01, 34
301, 0.2601, 04, 55
302, 0.2398, 02, 22
303, 0.2392, 02, 30
304, 0.2317, 01, 44
305, 0.2510, 05, 35
306, 0.2361, 03, 37
307, 0.2425, 02, 28
308, 0.2452, 02, 54
309, 0.2505, 03, 45
310, 0.2441, 04, 52
311, 0.2381, 02, 44
312, 0.2419, 02, 59
313, 0.2433, 03, 00
314, 0.2473, 02, 38
315, 0.2485, 02, 20
316, 0.2370, 03, 25
317, 0.2467, 03, 58
318, 0.2409, 03, 39
319, 0.2629, 03, 02
320, 0.2310, 04, 00
321, 0.2361, 01, 56
322, 0.2510, 01, 32
323, 0.2672, 01, 32
324, 0.2407, 02, 33
325, 0.2353, 03, 18
326, 0.2482, 02, 07
327, 0.2574, 01, 59
328, 0.2476, 01, 37
329, 0.2417, 02, 01
330, 0.2404, 01, 33
331, 0.2746, 02, 56
332, 0.2415, 01, 34
333, 0.2412, 02, 52
334, 0.2615, 02, 06
335, 0.2507, 02, 33
336, 0.2392, 02, 18
337, 0.2481, 01, 29
338, 0.2492, 02, 21
339, 0.2475, 01, 26
340, 0.2491, 03, 14
341, 0.2525, 02, 24
342, 0.2518, 02, 39
343, 0.2439, 01, 59
344, 0.2289, 01, 37
345, 0.2571, 02, 46
346, 0.2362, 01, 08
347, 0.2435, 02, 01
348, 0.2314, 01, 51
349, 0.2652, 01, 25
350, 0.2523, 02, 34
351, 0.2304, 01, 20
352, 0.2595, 01, 45
353, 0.2440, 02, 10
354, 0.2429, 02, 00
355, 0.2597, 01, 35
356, 0.2297, 01, 31
357, 0.2483, 02, 29
358, 0.2689, 01, 59
359, 0.2492, 01, 46
360, 0.2618, 02, 23
361, 0.2452, 02, 00
362, 0.2576, 02, 50
363, 0.2573, 02, 41
364, 0.2383, 02, 04
365, 0.2382, 02, 33
366, 0.2505, 01, 29
367, 0.2658, 01, 58
368, 0.2488, 01, 56
369, 0.2575, 03, 25
370, 0.2419, 05, 28
371, 0.2373, 01, 56
372, 0.2407, 02, 02
373, 0.2628, 03, 10
374, 0.2303, 03, 41
375, 0.2539, 02, 18
376, 0.2400, 04, 43
377, 0.2391, 03, 01
378, 0.2416, 04, 56
379, 0.2476, 03, 26
380, 0.2382, 01, 58
381, 0.2512, 03, 20
382, 0.2457, 02, 30
383, 0.2530, 03, 53
384, 0.2353, 02, 35
385, 0.2432, 03, 12
1, 0.2560, 03, 44
2, 0.3002, 04, 46
3, 0.3040, 02, 42
1, 0.3631, 03, 56
2, 0.3024, 04, 54
3, 0.2834, 02, 42
